"text","class"
"  bener bikin frustasi  baca dm    uda jelasin disitu lengkap dg screenshot bukti uda coba berhari  gagal  bangke la balikin aja  tokocash ","Negative"
" trus pake bank   ga dipotong ","Negative"
" min   checkout  tulisannya gini mulu   order  error  aplikasi diriku emang lg drop tokopediacare komiktoped ","Negative"
"  jam  menunggu pembayran via virtual account  mash  dikonfirmasi besok batas pembayaran  hilang  tkut uang   ikutin hilang ","Negative"
" kalo  bayar via minimarket gajadi untung  karna cashback nya dipake  bayar adminnya minimarket wkwk an sampe  tunggu  haha ya duit keburu  bawa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
" cek dm ya kak ditunggu responnya","Negative"
" ka  salah memasukan nomer rekening","Negative"
" min kalo seller kirim barang pake gojek ongkirnya cash  dipotong  transaksi ","Negative"
" min   seller  gak  pemberitahuan klo ganti kurir kepotong gimana  ongkir   penjual  rugi ","Negative"
" web toped   error  kmrn sy  beli pulsa     sy coba x  muncul   ","Negative"
"   kendala  pembayaran pinjaman   tokopedia   masukan no virtual akun keterangannya no   temukan    kode yg   masukan   pembayaran  briva bri mohon  bantu ","Negative"
"  pakai resi otomatis loh ya   gitu ya","Negative"
"   paket   pembeli  wahana mitra pilihan tokopedia   keberadaannya ","Negative"
"  tolong gagalkan transaksi   salah barang  pesan ulang ","Negative"
" iya     hrs nunggu tdk  batasan maksimal brp  pengembalian dana udah x ganti cs yg  tp msh aja ga  follow upnya ","Negative"
" promonya tokopedia hoax  kali  kecewa  tokopedia ","Negative"
" min mohon bantuannya utk retry pickup gojek yg kmaren biar   driver min help  transaksi pembayaran  bulannya nnya min nuhun alasan pembeli  cancel","Negative"
"    dananya tp sy butuh  barangnya utk sy pakai pet  respon penjualnya bagus ga  yg   sy komplen opsi batal ordernya manaa yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
" kak  pembatalan penerbangan gimana ya ","Negative"
" sy tdk tau  orderan peluang tdk bs ganti kurir krn  dg jne yess sy hrs menanggung kekurangan yg     sy memilih kurir yg   mahal  ditanggung sy  mohon dibantu input resinya ","Negative"
" sore min  tolong  cek toko  future world store  lihat  pc  produk  lihat depannya bintangnya   merusak reputasi toko     mohon bantuannya asap thx u","Negative"
"  normal    hapus diskusi produknya","Negative"
"hai     gak  pilih kurir ","Negative"
"  min    buka toko  tokopedia   kesalahan penulisan  ganti gak ya       hapus permanen     toko    transaksi apapun   solusi ya min   brand","Negative"
" slamat mlm mohon bantuan nya   kirim   td  kesalahan dlm input no resi pd resi nya tlg dirubah ya resi pengiriman terlampir terimakasih ","Negative"
"     ya ","Negative"
" min  sy  transfer  rek tokopedia rb  rek tokopedia sdg bermasalah  sy complain  aplikasi cm dibilang sdg bermasalah sampe skrg uang sy ga  yah emg ga byk sih    hak sy  solusi ","Negative"
" pembeli sy  tranfer   ordernya  dibatalkan gmn  ","Negative"
"  error yah  gabisa payment pake cc mental  udh ganti cc  ttp mental","Negative"
"dear  cashback  masuk  ovo points    dipakai  membayar transaksi  ovo points  gunanya   ya    dirugikan     dipakai  transsaksi trims","Negative"
" sy  ubah resi krn  salah masukin resi gimana ya  statusnya  berubah   tujuan ","Negative"
" kalo  ketik gang rezeki langsung mapnya  gang rezeki mas ","Negative"
" ivr xviii x   trf kog  ya ","Negative"
" transaksi dibatalkan  saldo ovocashnya      x jam semenjak pembatalan tolong dibantu  diproses pengembalian dana  ","Negative"
"min tiket  citilink dibatalkan  dgn mengganti jadwal  sy may mengajukan pembatalan  bsa  refound  akun  mksh","Negative"
"min pesenan     sampe  tanggal oktober ","Negative"
" hallo min barusan   beli sepatu udah langsung bayar pke mbanking bca nahh statusnya msh menunggu pembayaran   uploand bukti pembayarannya ga bsa ","Negative"
"dear  saldo penjualan   tolak  keterangan fraud dr tanggal okt    oktober    kejelasan    suruh menunggu  menunggu   melewati  estimasi yg  tokopedia ajukan ","Negative"
"   order  bayar tp  alamatnya salah  coba cari opsi ajukan pembatalan tp ga  trus gimana sellernya  udh    batalkan dr  ","Negative"
"  langsung ","Negative"
"  ya  gagal beli paket data smartfren ","Negative"
" trus gak  tanggung  enak aja nih tokopedia sistem nya yg salah tp cuci tangan  lempar tanggung  yg disalahkan pembeli  aja penipuan tokopedia brengsek","Negative"
"  isi saldo ovo  tokopediapertama isi jt bisaterus  isi jt gk masuk  saldo  udah berkurang  pakai brimelalui brivarek brimustakin nur ","Negative"
" siang     transfer dana dr tokopedia  btpn terkena biaya potongan   trf k dr tokped tp sampe  rek  k","Negative"
"  minggu   suda dikecewakan kali orderan  toped mohon  selektif   seller    ready stok   bayar  dicari toko pengganti daerah nan      cancel sepi","Negative"
" min daritadi sore   dm  mention x     respon ya ya saldo toped udah diprotes   aza gak perbaiki aplikasinya gimana mo jd agen pulsa kalo isi pulsa  aza repot bener kayak gini perbaiki donk g sy ya ","Negative"
"  bank    hubungi tokopedia   refund transaksi  telusuri uangku dimana karna bank emang ga  bantu kalo uang ga masuk   bank     yg bikin  kecewa  layanan  tim investigasinya  ","Negative"
" ok terima kasih  bantuannya laman seller info  web   stuck loading nggak muncul isinya   loading halaman web  kesini  radak lemot ya ","Negative"
"    error message aktivasi gagal   mengaktivasi ovo ","Negative"
" pagi ka tokopedia  error  gimana ya  kemarin pelanggan   bbrp yg ngeluh  gabisa order keterangannya  kesalahan koneksi","Negative"
"ovo nya disebelah  ya min ","Negative"
" knp gak  penyelesaian nya  lari  tanggung  jgn kasih  yg  trus  bodoh emang nya robot yg  diulang trus tanggung  donk  kesalahan yg  jgn lempar  customer yg menyelesaiakan malu yah akui kesalahan nya ","Negative"
" yg    jd citra buruk tokopedia uda order ga dikirim  dibalas chatnya tp  terima orderan org   doang  penjual kampretooo plus ga bs diandalin solusinya dr toped tokopedia kecewa","Negative"
"hai    beli paket data  bayar melakui tokocash    notif  ya terima kasih","Negative"
"  dicrk  karyawannya kanbapak lulusan binus yg melek teknologi alamat kantor  bs dijadiin primary key  promo cashback ip kantor  sumber yg  lsh  sumber gmna si it nya payah sistem  gabnr cs jg auto bot no respon","Negative"
"  sdh ganti nomor   ttap  cashback ","Negative"
" hai no invoice  dibatalkan  sistem ya  barang  dikirim diterima  pembeli","Negative"
" iya  menu pengaturan  cuman  ngerubah  dikirim verifikasi  otp   verifikasi dikirim  email nomor terdaftar  email  nomor handphonenya  terdaftar  gak  pakai     kudu piye ny time s t co yroiryslhps t co hcpdeqgot","Negative"
" iya min  dana   masuk ya  udah transaksi ulang tiketnya   dpt email  pembayaran yg gagal mohon direfund  ya makasih","Negative"
"   paham ya allah tolong domg  bantu   cek susag ngt gmna  ","Negative"
" cashback pake ovo kacau  gagal bayar gara gara sistem lemot  ovo point kepotong tolong ditindaklanjuti ","Negative"
" min     chat diskusi produk   notif nya yah ","Negative"
"  sbg penjual kemarin   driver go send   barang   d tujuan  barang blum  pick up customer marah    butuh barang      sdg  proses  pusat resolusi ","Negative"
" tolong   sistem  ongkos kirim sesuai kode pos  pembeli input alamat masuk kota  kode posnya pelosok  penjual  rugi ongkir","Negative"
" sdh sy jlskn  dm scra detail kronologinya sprti  intinya sy tdk mgkn  transfer ulang  informasi transaksi tdk rancu msh menunggu pembayaran s d wib akibat    rencana ntn konser   jkt jd gatot","Negative"
" tolong dibantu min   komplain  barangnya    kesentuh tombol konfirmasinya  otomatis selesai transaksinya  pengen refund  no invoice nya ","Negative"
"  blm  ovo nya  menu akun  ","Negative"
" min  status transaksi ane msh menunggu status operator yak udh  dr menit","Negative"
" points ovo cash  gak bs digbungkan utk trnsaksi y ","Negative"
" min kalo pilih pembayaran via klikbca  salah transaksi bayar  transfer bank gimana ya mohon pencerahan ","Negative"
" ekh udah ketemu ka tp   blm dikonfirmasi ya   cepet","Negative"
" lambat bngt respon nya","Negative"
" min ivr xviii xi   sy blm dpt cashback nya","Negative"
"  pake aplikasi ovo trnyata  cashbacknya   ovocash  ovopoint yg gagal  transaksi dibatalkan blm   nunggu x jam semoga cepat terselesaikan ","Negative"
" aaan orang udh pake kode promo cashback ga masuk blg   email dicek ga  spam ga  trash ga  klo ga  kasih cashback ga  dh promo kmna  kali in kcwa  bayar liatrik dll do tokepd ","Negative"
" tks ya jenny utk replynya sulit bgt menghub cust care  email email akun  livsyl co uk mohon bantuannya ya ","Negative"
" parah ya kak tokped  ","Negative"
" halo min sy salah masukin resi   ganti resi   keterangannya  terlacak ","Negative"
" ayokebut  tingkatkan penjualanmu  mencapai resolusimu   salah satunya      tarik dana  keuntunganmu ya toppers tokopediacare komiktoped langsung dicancel aja jgn dikasi jeda  berjam krn byk alasan pembeli  cancel","Negative"
"   kendala utk pembayaran kartu kredit blm terverifikasi  klo   blm  terbayarkan  mohon  cancel","Negative"
" emailnya rahayutriyani com  ga  pesen   ketransfer aja gimana ya","Negative"
"  jakone mobilenya yg  perbaikan  brp   ya sy  bayar by jakone mobile","Negative"
" pembayaran via mandiri mobile  tokopedia   ya min    semoga secepatnya yaaah plis banget  mah terima kasihcaremercare  bermasalah    ditutup metode pembayarannya lost many time s t co yroiryslhps t co hcpdeqgot","Negative"
"  alasannya  kesamaan data    takut  terkait  keamanan account    berhak     masuk area privasi  mohon balas  dm thanks","Negative"
"  bayar pakai ovo   request pembatalan pembelian krn barangn tdk  sdh disetujui seller sdh dpt notif  toped klo dana sdh dikembalikan  saldo toped   cek  ovo blm  brp  hrs nunggu ","Negative"
" ticketing kai     kali transaksi  berurutan gagal ","Negative"
"dear mohon akun akun penjual     disuspend ban   membingungkan pembeli dimohon   tokopedia  pengecekan berkala thdp seller   ","Negative"
" ivr xviii x   approve nya  sebentar  batas pembayaran  ","Negative"
"  blm dibales dm nya min ","Negative"
" layanan call center tokopedia  ga   hubungi  telpon puluhan kali ga  yg angkat   baca  forum kaskus  emang  kekurangan tokopedia  layanan call center   disarankan  hubungi via twitter   next ","Negative"
" kak  transaksi  udah masukkin nomor resinya  tetep statusnya menunggu status pengirimn  kurir  dicek  nama  resi  nama transaksi beda  huruf gimana ya ngubah  pesanan  terkirim ","Negative"
"    screenshot yg  tanggal nya coba  lakukan screenshot  hp   gak keliatan tanggal nya jgn mengajukan  bodoh kl  blom mencoba ato beljm menguasai konten hp ","Negative"
"   kesini  jelek layanannya verifikasi apanya kl bayar gk pake cashback cepet prosesnya berbelit ah dah gk   pake tokopedia promo kartukredit  sdh gk  dibalas  ","Negative"
" hai  pesanan nomor  tolong dicancel  sistem   salah memasukkan alamat","Negative"
" min  membatalkan transaksi pembelian barang pembayaran dgn  kartu kredit ","Negative"
" min  tokocash     pindahkan  ovo cash ya","Negative"
"    aktivasi ovo utk tokocash  susah banget ya ","Negative"
"  pakai laptop normal pakai hp yg kendala padahala sdh diclear cache  sdh update terbaru","Negative"
" dear daku    yg  udah clear cache      udah coba  pc   jam  koneksi internet bagus  browsing barang  tokoped  lancar  kendala  check out aja ","Negative"
" penarikan  tokped  banget ya  tunggu   sore   proses nya tolong   bantu min email nya ronnypu com","Negative"
" aduh admin sengaja  delay lg nih lihat  gambar foto  belaga ga  lihat gambar foto yah krn kl ditelusuri keatas   ketauan koq  transaksi yg  ","Negative"
"  ganti nmr hape   connect  ovo    prosesnya  sistem  down ","Negative"
" tim tokopediacare  berduka  musibah jatuhnya pesawat lion air jt semoga proses evakuasi berjalan lancar tokopediacare","Negative"
"  pengiriman invoice  ya ud    tunggu  statusnya  mencari driver ya  via ekspress loh tolong dibantu secepatnya  tunggu orang komplain   diproses  mengecewakan ","Negative"
"  posisi  penjual pembeli    sdh langganan komplain  tokopedia   disuruh klik pembatalan oke  sisi pembeli bs selesai  dr sisi penjual   barang  hilang dibawa lari gojek","Negative"
" hai tokped saldo  tdk  dipake krena  password   dipakai saldo tp   password plissss  urgent  bingung passwordnya  ","Negative"
"  jam lg  tambahan  tim investigasi  jam yg   kabar proses pembatalan tiket lion  ","Negative"
" tgl   libur  kantor  libur bandingkan komplain   penjual     close tgl  dibuka  manajemen acak adul notokopedia","Negative"
" malem min  komplain nih    menit yg  beli token pln  tokopedia    belom dikirim ya tokennya keterangannya  menunggu konfirmasi operator    langsung dikirim  pembayaran thank you","Negative"
" buseh  kondom  twrdaftar  depkes  indomaret  jual haduuh","Negative"
" iya kak     data  kurirnya   terhapus  nomor resinya gak  disistem kurir mengerti gak sih   sy     sengaja pakai resi invalid  sebentar  dibatalkan ","Negative"
" an invoice toko    input kode job nya  agen jne  jam  tp  twitt   status paket tsb blm terupdate  dlm  dr menit sdh berganti    ","Negative"
" mohon bantuannya terkait komplain  status  pusat resolusi  berubah  menunggu pembeli memasukkan nomor resi  komplain otomatis ditutup  jam   resi retur  dimasukkan","Negative"
" point milik   hangus    desember tgl ","Negative"
"  susah ya sist heheh ","Negative"
" hahah parah tokped    mandiri doang suruh  bank  situ sehat ","Negative"
"   laura    hanna ","Negative"
" halo tokped  transaksi gk   review ya barang    seller  menerima uangnya","Negative"
" coba   respon nya ","Negative"
" versi terbaru checkoutnya   menyimpan  tahap alamat kurir pengirimanversi    simpan  data alamat penerima orderan kurir pengiriman    bayar   barang versi   klik back   tinggal barang  keranjang aja","Negative"
"dear admin  indihome   blokir   bayar via tokopedia tgl kemarin mohon bantuannya ","Negative"
"   transaksi kmrin dgn kode gajianseru  cashback  masuk ya  x jam nomor invoice ph rqehs olw  ph rqehs afmt","Negative"
" min tolong bantu  buka moderasi toko wvg inc yaa     barang yg melanggar syarat   cek reputasi barangnya  barang   non aktifkan   ajukan permohonan buka ","Negative"
"  sesuai   rb   rb   ongkir  rb sekian  ongkir ","Negative"
" wd bni   tumben ","Negative"
" sdh  x jam  blm masuk kak cashbacknya ivr xviii x  ivr xviii x ","Negative"
"  menunggu  jam drivernya     menggambil barang    dihubungi  gimana ","Negative"
"   sesuai  dijanjikan ya  ketentuan dijanjikan dpt rb utk transaksi juta   pembayaran  separuhnya ","Negative"
" pulsa darurat wkwkwk gitu komplain  tokped  ngakakitu back potensinya rb hr  coba lg pake promo beda eh cashbacknya rb mantuull cek promo  nunggu  ","Negative"
"  nunggu  kali jam  kak   ga  ribu loh ","Negative"
" kak  beli tas yg cacat  udh komplain barang yg  terima  yg cacat  udh kirim barangnya  alamat pengembalian jg udah  terima   sisa jam tp penjual blm kirim resi tukarnya gimana kak mohon bantuannya ","Negative"
" nomor invoice    admin ","Negative"
" komplain dibatalkan pembeli  saldo  masuk  penjual   min ","Negative"
" hai min  tweet  gk d balas ","Negative"
" oh iya akupakai kode promo kak gimana kak ","Negative"
"  beli voucher streaming viu   pembayaran  statusnya  menunggu pembayaran gimana ya ","Negative"
" kayaknya udh  x jam ga  tuh min ","Negative"
"   ya    pakai promo plnpasti    pelanggaran ","Negative"
"     ya kak   virtual account mandiri   pembayaran produk digital   pembayaran  terima kasih","Negative"
" min    pembelian     kupon cashback  tertulis potensi     transfer    konfirmasi ttg cashback  kupon   ","Negative"
" blm terupdate gmn ya paketnya udh sampe loh kasian si sellernya kalo kek gini jd   error  toped  jnan  toped kalo pembeli  cancel  pembelian terverifikasi mending langsung dicancel aja jgn dikasi jeda  berjam krn byk alasan pembeli  cancel","Negative"
"  kepisah gini bedanya   ga  pake ovo ","Negative"
" tolong dibantu akun   dianggap melanggar promo pdhl   pakai utk  ","Negative"
" iya kak asya   gerbong luxury sleeper train jakarta surabaya gimana milihnya  utk kelas eksekutif aja sy pengen yg gerbong khusus luxury sleeper yg kursinya    tidur  ","Negative"
"   produk sy dihapus  barang yg terjual fyi  penjualan    toped   jd ulasan  sy reputasi sy  dibangun  situ ya sy udah komplain    ala robot cc nuhun tokopedia kecewatokopedia ","Negative"
" pengembalian dana yg  disetujui dr tgl  skrg   terima nomor pemesanan ","Negative"
" nih  biar cashback  nambah  tunggu   tokopediacare pribadi  kode otp    menghindari penyalahgunaan data   manapun tokopediacare mulaiajadulu tokopedya ","Negative"
" pakai  grab  gocar aja suspend akun dropship yg merusak harga  spam notice   banding    salah  rapi win win solution  dropshipper yg beli topads","Negative"
"   tunggu ya terimakasih ngan  trx  tokopedia   lancar kakek kirim  hhmm lala pooh nya   dimatikan  awa kabur lahh tunggu  so sad yaaa keburu uangku udah ditelen  penipunya ya ","Negative"
" min tolong cek  dr kmren statusnya  pencarian driver  ya barang  kirim hubungi penjual gk dbls bls","Negative"
" iyaa gampang  sebentar  ya upgradenya modal ktp ya   sih    minggu tawaf  cibubur junction  minggu  coba ah","Negative"
" sy beli tiket kereta  ga masuk rincian pembeliannya  email   menit nih email keviiinnn com","Negative"
" inv xviii x penjual   pembatalan   kelanjutannya krn  pakai credit card","Negative"
" mbayar tagihan udah nungguin jam lbh  aja gak  pake rek bank gimana nih  nungguin tgl promo cashback nya hangus   kesel nihh t co k vqjbmqanotomatis okt jam    perpanjangan  tks","Negative"
"min  kalo buka halaman seller info  web   stuck loading nggak muncul isinya   loading halaman web  kesini  radak lemot ya ","Negative"
" kembalikan uang  tokopedia  berhak ambil uang  diam diam  buktinya tokopedia  kembalikan uang   saldo ovo  ambil uang  ","Negative"
"  salah input resi gimana ya   menu gak  ubah resi karna   klik confirm   terima  si pemilik resi  salah ","Negative"
"info  penjual main fake order via gosend  sbgai penjual asli  barang disangka tdk  barang orderan  kurir go send  bantuannya fitur kurir go send hapus  tokopedia sja  merugikan tokoped  penjual fake mencuri cashback sja ","Negative"
"  respon nya lu ","Negative"
" gak  jawabannya udah  ditebak nunggu x jam yg      mencari dimana kesalahan sistem  gagal bayar  krn   merugikan  konsumen merugikan duit kalo kena denda ","Negative"
"paket belom  terima lho  btw ga  yg namanya dado  notifikasinya udah disampai sih  saldo tokopedia  tokocash mohon infonya ya ","Negative"
" min  x jam tokocash  penggantian akun no telp   masuk ","Negative"
" no inv   x jam  blm  cashback ya ","Negative"
" tlg dicek  status sy  td dpt balasan dr cs ktnya tunggu hr kerja eh ga   dpt balasan yg berbeda  disuruh nunggu jam lg utk konfirmasi ulang   sy hrs  ya tlg difollow up  ","Negative"
"     gangguan   transaksi  gagal  ya keterangan kesalahan koneksi  koneksi provider     searching   pas transaksi beli gagal mohon pencerahan","Negative"
" min   kupo gratos ongkir  belanja     gratis ongkir    asuransi pengiriman","Negative"
" gmn sih  lemot kode verifikasi  email kecewa gw    lemot tokped ","Negative"
" min jaringannya  down  barusan  beli token listrik   pas redirect gagal konek mulu","Negative"
" gue via indomaret pakayaran    mutasi rekening pembayarannya x mohon solusinya minaldo tokped pembayaran rb  bayar rb rb pake saldo ovo  yg masuk rb doang saldo ovo hilang ","Negative"
"   mengalami    gimana ya  resi   input   x   penjualnya dropship  orang   komplain nggak  solusinya ","Negative"
" invoice nomor ","Negative"
" iyaa min   bayar  kurir nya gimana yaa dana   udah  potong","Negative"
"  pembelian tiket kereta api  lambat brp   keberangkatan ya ","Negative"
" tolong cancel pick up orderan   toko   tutup  driver    klender retry pick up  senin jam pagi yah min makkasih","Negative"
"  ku  gagal  ambil cashback  syarat ketentuan  memenuhi please ","Negative"
" kak    pembayaran dgn citibank cicilan disuruh mohon tunggu      menu beli    udh proses payment   ulang  ya ","Negative"
"    terima pembeli  pesanan  selesai","Negative"
" sy seller nya   terganggu  penangan yg lambat","Negative"
"   infokan nomor terdaftar","Negative"
" mengalami kendala  pembeli   ditempat  gojek mengembalikan produk      restart  gausah cari driver  pembeli   dikirim esok  ","Negative"
"  suruh tunggu menit kedepan transaksi air ditingkatkan ya","Negative"
" kak tolong respon dm are ikhlasin aja sanan    tgl nov  menunggu  x jam langsung masuk  transaksi  tweet  statusnya   transaksi selesai kecuali statusnya  review  memahami  statusnya  selesai lho ","Negative"
" admin nya   koq   ga   solusi ","Negative"
"  upload photo  kadang    sdh    gagal","Negative"
" alhamdulillah   konfirmasi  bank mandiri well done tlg dibantu  mekalian  potong  ongkir pengembalian kun    kena tim fraud    beli  pakai akun  aja  anyi mulaiajadulu tokopedtokopediacareps t co nxigr owTot","Negative"
"  membuka toko online  tokopedia      tau persis   proses withdraw     gabung proses withdraw instan    jam     buruk ","Negative"
"  ganti nomer hp  akun toped skrg bgmana ya takutnya klo  ganti tokocash sma point nya  hilang no hp yg trdaftar hangus makasih ","Negative"
" kak  nanya   udah ga  dapet lucky egg ya  ","Negative"
" min riwayat transaksi perolehan pointnya  kosong yah  menu nya  ","Negative"
" tokocash   hilang ","Negative"
"tokopediacare tochiprabowo terima kasih infromasinya yuri bantu laporkan kendalanya  tim pembayaran   pengecekan   ya informasi    yuri   pesan  ","Negative"
" hi tagihan kartu kredit   mandiri  double charge  pembayaran  tokopedia  dibantu    bayar x  kesalahan posting  tokopedia ","Negative"
"tokopediacare tatatoy halo kak tata  kendala kakak  infokan   nomor invoice transaksinya  tia cek   ya  kakak   hubungi pembeli  fitur  pembeli  menginformasikan    ya thanks","Negative"
"bener bener menyesal  cust   pelayanan  buruk  ","Negative"
" ka udah kelewat sejam nih  dm gak dibales bales ya ","Negative"
"  pakai kupon  transaksi yg    ngga dapet cashback nya ya ","Negative"
"  min sy tdk  transaksi jual beli sy transfer  rek tokopedia utk deposit  sistem deposit  tokopedia tdk bs dipakai  transfernya jg udah  bkn  sy bingung jg lihat history transaksi yg  toped dmn ya kalo  aplikasi ","Negative"
" halo toped   kmrn siang bayar tagihan cc cimb  invoice ivr xviii x   statusnya  menunggu konfirmasi operator   normal ","Negative"
" ovocash   dipake   aja  gabisa  bayar tagihan ","Negative"
"   blm  info  tokopedia service buruk kaye gini   org yg complain tp sy sblmnya tdk percaya skrg  paham tokopedia susah bgt kontak  responnya telat  solusi blm  ","Negative"
" tolong balas  pesan  ditunggu terima kasih","Negative"
"   nanya  akun  sy ovopoints ga bs  utk belanja lg  tokopedia ya ","Negative"
"    lupa  sandi email yg terdaftar   nomor yg terdaftar  nonaktif   memulihkannya ","Negative"
" kalo penarikan saldo  sabtu  diprosesnya    langsung masuk  rekening   detik ko   ya trims","Negative"
" ditelusuri ole  bank uangku dalem rekening  masuk  transaksi tokopedia  penipunya belanja  masukin uang  tokopedia  ga  paham deh jarang belanja  buka toko online jg kepikiran  hubungi next ","Negative"
"pembayaran indihome  tokopedia mengecewakan ecommerce pembayarantagihan cc ","Negative"
" coba pindah kartunya mas  kmrn teman  gt udh x g  kode  dsuruh nunggu x jam stlh  dipindah dr sim  sim   dpt kode","Negative"
" min kmrn   kirim barang pakai grab tp  dibatalkan sistem   mncari driver        nyari driver otomatis pd jam   min ","Negative"
" susah bgt si pembatalan  tokopedia    menit tf gabisa  cancel","Negative"
" mohon maaf    trans bs dibatalkan  barang ga dikirm  jne nya jd anter  aj kepenjualnya ","Negative"
" nomor resi  ditampilkan   dicek   tokopedia ","Negative"
" halo  tny  skrg toko   berlangganan gold merchant   memiliki mendali  bbrp bintang  produk pertanyaannya     berlangganan gold merchant lg  mendali  bintang yg  miliki  hilang thx","Negative"
"     pembatalan transaksi dgn method payment by ovo cash point   ovo cash point    ","Negative"
"   ganti email utk account tokopedia   pas  verifikasi dr link email  gagal  ya min mohon bantuan","Negative"
"  transaksi emoney      update   uangnya   call centre tokopedia makasih   hubungi kemana ","Negative"
"  ","Negative"
" cek dm  min  ga  respon   ya","Negative"
"  sy gak  request pickup paket orderan buyer sy sih napa sih toped urgent nih bikin  mulu nih toped  urgent case dibantu donk tinggal jam lg sblm orderan  dibatalin sistem toped  otomatis ","Negative"
" tolong  cek  dm  ","Negative"
"    saldo tokocash berubah  ovo   pake  merchant    pembayaran ovo ","Negative"
"kalo  bayar cc suruh menunggu   tetep gagal dicoba  pake promo yg    aja disuruh menunggu       lancar  hilang kepercayaan konsumen    nanggung dendanya ","Negative"
" slmt malam   gangguan dr td sy gagal upload product mhn bantuannnya makasi sblmnya ","Negative"
" baca belajar  ngitung harga sepatu ongkir rb  total   dana k   hitung total refund k pembeli sisa nya   hitung ","Negative"
" tolong   follow up   oembayaran nomor virtual acc nya ga    dm dr jam  malam  skg ga  bales","Negative"
" tolong ditindak cepat krena  sgt dirugikan dg mark up harga  ilegal","Negative"
" halo min   pesen jam udah transfer   statusnya  menunggu konfirmasi   udah kirim bukti transfer cepetan    konfirmasi   diteruskan  penjual ","Negative"
" pengembalian dana yg  disetujui dr tgl  skrg   terima nomor pemesanan ","Negative"
" min  ngasih saran bikin fitur switch account   app nya       akun  toko   ngerasain capek   masuk  ","Negative"
"   membatalkan pesanan  yg  dibayar gimana  ya  no invoicenya ","Negative"
" sore kak perihal penukaran point  voucher aukey  penukaran bebas transaksi dimerchant    menjual produk aukey ","Negative"
" min  pesen buku  kemarin  skrg  diresoon penjual pengajuan pembatalan    bilangnya   proses  tudak dikirim ","Negative"
" kak  nanya  pergantian email  password  dm ya cek dm","Negative"
" gak  bahas referral code sebenernya   pembelaan   adik     error   tolong transfer via sayaselain  ktimbang  solusi   mengelaksaya malas meladeni elakan  ","Negative"
" mohon maaf  salah klik pick up  barang  ready mohon bantuannya  hold  invoice","Negative"
" id hana storeo sdh  lapor  plagiator  no respon ","Negative"
"   nomor  teraktifasi  tokopedia     pakai kak    ganti     nomor     mengganti nomor  mengaktifasi ovo  nomor  cashback tetep  masuk ","Negative"
"  beli kuota data bolt via tokped    ya menunggu balasan operator nya  bgt    gagal  knp ya ","Negative"
"  bayar indovision  virtual bca  susah banget ya  ","Negative"
"halo admin   nunggu cashback x jam  blm  ya nomor invoice  dikirim by dm tolong difollowup thanks","Negative"
" iya klo telat sy cancel aja krn ud plg  jakarta","Negative"
"  semalem nih min  add to cart gabisa sedih akutu ","Negative"
"    dijemput wib driver  diganti    lokasi penjualnama denny dwi rahmanto sttelp perkiraan pickup wib nov nomor resi gk ","Negative"
"   tanggung  tokopedia  mengembalikan uang     gagalnya pembayaran tagihan kartu kredit  gagal  bilang  dikembalikan  buktinya gila berani   berbohong ","Negative"
"  admin tokopedia   ambilkesimpulan salah penjual  ya     jual phone holder tolong dicek","Negative"
" min dm nya  ku balas  ga  respon  ya  gini  digantungin pen lanjalan min tp tiket ga  diproses hirhatiin toped  ya ayokebut aktivasi ovok  klo   dimaksimalin sih","Negative"
" yuk cek dm  kak thanks","Negative"
" inv nomor resi barang  dinyatakan hilang  oktober  masuk resolusi    kejelasan toped lempar tanggung ","Negative"
" iya  diproses doang min   cuman ngunci order doang      blom  barang barang udah  tangan penjual  barang dikirim ","Negative"
" sbnernya yg sy maksud   hnya tiket yg bs cashback  nilai cashback dihitung dr harga total tiket sy sdh paham kalo promo tdk  digabung jd sy  hnya  pakai salah  promo sj tolong ditanggapi lg y min ","Negative"
" kemaren  bayar kartu kredit  menunggu konfirmasi operator    bayar gak  tokped respon nya  ","Negative"
"  resi tiki  barcode utk nomor resinya    input resi dgn  scan barcode tiki skrg tiki  qr code   applikasi tokopedia tdk  scan qr code  input resi ","Negative"
" dananya udah ketemu  bukti     lampirkan rekening    infokan  ngecek   ","Negative"
" merugikan konsumen  transaksi  dianggap gagal  tercatat berhasil  bank  muncul  tagihan      divoid ","Negative"
" tolong bantu  tokocash   rban    aktivasi ovo kampret  hilang  saldo tokocash   curi  ovo  mengembalikan tokocash   terima kasoh","Negative"
"  cash back nya skr masuk ovo point     beli  marketplace ya ovo point  ","Negative"
" min balas dm    ovo points gak nongol   bayar pam ","Negative"
" tolong cek  dm nya min tq","Negative"
"kesalahan terbesar tokopedia  menggantikan tokocash  ovo ","Negative"
" min token listrikku blm masuk jg dah tgl tua mlm mgu gelap gulita token listrik blm masuk nasib emang no pembelin ivr xviii x ","Negative"
" hai min  kemarin uda pake ovo     tokocash  cashback ane gak  ","Negative"
" nomor barangnya    rumah  penjual  lupa input resi pengiriman ","Negative"
" min  bayar listrik  gk masuk ","Negative"
" kyknya ga   hp sy  hp temen sy  ga bs bc saldo ","Negative"
" minum obat maaaz qmu udah sakit ","Negative"
"     ","Negative"
